whisky_link,whisky_name,whisky_age,bottling_date,whisky_name_suffix,alcohol_pct
https://www.whisky.com/whisky-database/details/arran-tuscan-wine-cask-matured.html,Arran,10Y,/ 2018,Tuscan Wine Cask Matured,- 58.6%
https://www.whisky.com/whisky-database/details/arran-cask-strength.html,Arran,12Y,,Cask Strength,- 52.8%
https://www.whisky.com/whisky-database/details/arran-13.html,Arran,12Y,/ 2011,Icons of Arran No. 3 - The Westie,- 46%
https://www.whisky.com/whisky-database/details/auchentoshan-solera-wid31069.html,Auchentoshan,,,Solera WID:31069,- 48%
https://www.whisky.com/whisky-database/details/auchentoshan-virgin-oak-batch-2.html,Auchentoshan,,,Virgin Oak Batch 2,- 46%
https://www.whisky.com/whisky-database/details/auchentoshan-66.html,Auchentoshan,,/ 2017,,- 55.6%
https://www.whisky.com/whisky-database/details/auchentoshan-13.html,Auchentoshan,12Y,,,- 43%
https://www.whisky.com/whisky-database/details/auchentoshan-38.html,Auchentoshan,15Y,/ 2013,,- 46%
https://www.whisky.com/whisky-database/details/balblair-vintage-19.html,Balblair,,/ 2011,Vintage,- 46%
https://www.whisky.com/whisky-database/details/balblair-18.html,Balblair,,/ 2013,,- 46%
https://www.whisky.com/whisky-database/details/balmenach-provenance.html,Balmenach,8Y,/ 2022,Provenance,- 46%
https://www.whisky.com/whisky-database/details/balmenach-5.html,Balmenach,12Y,/ 2012,,- 46%
https://www.whisky.com/whisky-database/details/balvenie-double-wood-old-bottling.html,Balvenie,12Y,,Double Wood old bottling,- 40%
https://www.whisky.com/whisky-database/details/balvenie-new-wood.html,Balvenie,17Y,,New Wood,- 40%
https://www.whisky.com/whisky-database/details/balvenie-single-barrel-15.html,Balvenie,25Y,,Single Barrel,- 47.8%
https://www.whisky.com/whisky-database/details/bells-original-miniature.html,Bells,,,Original miniature,- 40%
https://www.whisky.com/whisky-database/details/ben-nevis-whic-architecture-of-taste.html,Ben Nevis,17Y,/ 2019,WHIC - Architecture of Taste,- 55.3%
https://www.whisky.com/whisky-database/details/ben-nevis-c4bd491f37.html,Ben Nevis,24Y,/ 2016,,- 46%
https://www.whisky.com/whisky-database/details/benriach-conn-cask-strength-1.html,Benriach,15Y,/ 2021,Conn. Cask Strength,- 59.6%
https://www.whisky.com/whisky-database/details/benrinnes-prestons-quarter-cask-release.html,Benrinnes,8Y,/ 2017,Preston's - Quarter Cask Release,- 55.4%
https://www.whisky.com/whisky-database/details/benrinnes-52.html,Benrinnes,18Y,/ 2015,,- 43%
https://www.whisky.com/whisky-database/details/benromach-organic-1.html,Benromach,,/ 2015,Organic,- 43%
https://www.whisky.com/whisky-database/details/benromach-organic-6.html,Benromach,,/ 2019,Organic,- 43%
https://www.whisky.com/whisky-database/details/bib-tucker-6-years-small-batch-bourbon-whiskey.html,Bib & Tucker,6Y,,,- 46%
https://www.whisky.com/whisky-database/details/big-peat-christmas-edition-2012.html,Big Peat,,/ 2012,Christmas Edition 2012,- 53.6%
https://www.whisky.com/whisky-database/details/bladnoch-4.html,Bladnoch,,,,- 40%
https://www.whisky.com/whisky-database/details/blair-athol-athol-6.html,Blair Athol,13Y,/ 2020,Athol,- 43%
https://www.whisky.com/whisky-database/details/bookers-12.html,Booker‘s,6Y,,,- 62.7%
https://www.whisky.com/whisky-database/details/bookers-6.html,Booker‘s,7Y,,,- 63.7%
https://www.whisky.com/whisky-database/details/bowmore-feis-ile-2014.html,Bowmore,,/ 2014,Feis Ile 2014,- 56.1%
https://www.whisky.com/whisky-database/details/bowmore-wine-cask.html,Bowmore,13Y,/ 2016,Wine Cask,- 56.7%
https://www.whisky.com/whisky-database/details/braeval-16.html,Braeval,12Y,/ 2013,,- 46%
https://www.whisky.com/whisky-database/details/braeval-29.html,Braeval,18Y,/ 2015,,- 46%
https://www.whisky.com/whisky-database/details/brora-5.html,Brora,20Y,/ 2003,,- 58.1%
https://www.whisky.com/whisky-database/details/bruichladdich-sherry-edition-series-white-wine-cask-fino.html,Bruichladdich,,,Sherry Edition Series white wine cask - Fino,- 46%
https://www.whisky.com/whisky-database/details/bruichladdich-cuvee-f-pomerol.html,Bruichladdich,16Y,,Cuvee F Pomerol,- 46%
https://www.whisky.com/whisky-database/details/bruichladdich-legacy-no-5.html,Bruichladdich,33Y,,Legacy No. 5,- 40.9%
https://www.whisky.com/whisky-database/details/bulleit-95-rye-whiskey-1.html,Bulleit,4Y,,95 Rye Whiskey,- 46%
https://www.whisky.com/whisky-database/details/bunnahabhain-moine-very-cloudy.html,Bunnahabhain,6Y,/ 2017,Moine Very Cloudy,- 40%
https://www.whisky.com/whisky-database/details/bunnahabhain-6d33afd1ab.html,Bunnahabhain,9Y,/ 2016,,- 55.8%
https://www.whisky.com/whisky-database/details/bunnahabhain-sherry.html,Bunnahabhain,19Y,,Sherry,- 56.2%
https://www.whisky.com/whisky-database/details/bushmills-distillery-reserve.html,Bushmills,12Y,,Distillery Reserve,- 40%
https://www.whisky.com/whisky-database/details/bushmills-distillery-reserve-1.html,Bushmills,12Y,/ 2013,Distillery Reserve,- 40%
https://www.whisky.com/whisky-database/details/caol-ila-ila-moch-with-2-glasses.html,Caol Ila,,,Moch mit 2 Gläsern,- 43%
https://www.whisky.com/whisky-database/details/caol-ila-cda3d4c00e.html,Caol Ila,,/ 2017,,- 59.8%
https://www.whisky.com/whisky-database/details/caol-ila-the-war-of-the-peat-ii.html,Caol Ila,9Y,/ 2019,The War of the Peat II,- 56.8%
https://www.whisky.com/whisky-database/details/caol-ila-57.html,Caol Ila,12Y,/ 2012,,- 43%
https://www.whisky.com/whisky-database/details/caol-ila-unpeated-4.html,Caol Ila,14Y,/ 2012,Unpeated,- 59.3%
https://www.whisky.com/whisky-database/details/caol-ila-unpeated-8.html,Caol Ila,15Y,/ 2016,unpeated,- 61.5%
https://www.whisky.com/whisky-database/details/caorunn-small-batch-scottish-gin-balmenach.html,Caorunn,,,Small Batch Scottish Gin (Balmenach),- 41.8%
https://www.whisky.com/whisky-database/details/cardhu-6.html,Cardhu,12Y,,,- 40%
https://www.whisky.com/whisky-database/details/chichibu-ichiros-malt-double-distilleries.html,Chichibu,,,Ichiro's Malt Double Distilleries,- 46%
https://www.whisky.com/whisky-database/details/chivas-regal-xv-15-years-old-blended-scotch-whisky.html,Chivas Regal,,,XV 15 Years Old Blended Scotch Whisky,- 40%
https://www.whisky.com/whisky-database/details/unknown-collingwood.html,Collingwood,,,,- 40%
https://www.whisky.com/whisky-database/details/colonel-eh-taylor-small-batch.html,Colonel E.H. Taylor,,,Small Batch,- 50%
https://www.whisky.com/whisky-database/details/cragganmore-8.html,Cragganmore,,/ 2010,,- 40%
https://www.whisky.com/whisky-database/details/cragganmore-41.html,Cragganmore,12Y,,,- 40%
https://www.whisky.com/whisky-database/details/craigellachie-octave.html,Craigellachie,13Y,/ 2022,Octave,- 52.8%
https://www.whisky.com/whisky-database/details/crown-royal-vanilla.html,Crown Royal,,,Vanilla,- 35%
https://www.whisky.com/whisky-database/details/dailuaine-56.html,Dailuaine,19Y,/ 2017,,- 46%
https://www.whisky.com/whisky-database/details/unknown-7.html,Dallas Dhu,25Y,/ 2007,,- 43%
https://www.whisky.com/whisky-database/details/drexler-arrach-no1.html,Drexler Arrach,3Y,,No1,- 46%
https://www.whisky.com/whisky-database/details/elements-of-islay-cask-edit-i-love-papa-edition.html,Elements of Islay,,,Cask Edit - I Love Papa Edition,- 46%
https://www.whisky.com/whisky-database/details/evan-williams-single-barrel-1.html,Evan Williams,,/ 2015,Single Barrel,- 43.3%
https://www.whisky.com/whisky-database/details/excalibur-the-maltman.html,Excalibur,48Y,,The Maltman,- 40.3%
https://www.whisky.com/whisky-database/details/ezra-brooks-1.html,Ezra Brooks,,,,- 45%
https://www.whisky.com/whisky-database/details/falckenthal-2.html,Falckenthal,10Y,/ 2007,"Falckner, Limited Edition",- 40%
https://www.whisky.com/whisky-database/details/famous-grouse-10.html,Famous Grouse,18Y,,,- 43%
https://www.whisky.com/whisky-database/details/fettercairn-warehouse-2-batch-2.html,Fettercairn,12Y,/ 2021,Warehouse 2 Batch 2,- 48.5%
https://www.whisky.com/whisky-database/details/fettercairn-2.html,Fettercairn,17Y,/ 2014,,- 46%
https://www.whisky.com/whisky-database/details/fettercairn-24.html,Fettercairn,27Y,/ 2016,,- 55.2%
https://www.whisky.com/whisky-database/details/finch-distillers-choice-single-malt-smoky.html,Finch,,,Distillers Choice Single Malt Smoky,- 46%
https://www.whisky.com/whisky-database/details/finch-one-decade.html,Finch,10Y,,One Decade,- 51%
https://www.whisky.com/whisky-database/details/girvan-sherry-cask.html,Girvan,11Y,/ 2019,Sherryfass,- 54.7%
https://www.whisky.com/whisky-database/details/unknown-the-glen-els-wayfare-the-cask-strength.html,Glen Els,,,Wayfare (the cask strength),- 57.9%
https://www.whisky.com/whisky-database/details/glen-ord-21.html,Glen Ord,5Y,/ 2014,,- 59.2%
https://www.whisky.com/whisky-database/details/glen-ord-52.html,Glen Ord,12Y,,,- 40%
https://www.whisky.com/whisky-database/details/glen-ord-2.html,Glen Ord,12Y,,,- 40%
https://www.whisky.com/whisky-database/details/glen-scotia-scotia-campbeltown-harbour.html,Glen Scotia,,,Campbeltown Harbour,- 40%
https://www.whisky.com/whisky-database/details/glen-scotia-old-casing.html,Glen Scotia,14Y,,alte Ausstattung,- 40%
https://www.whisky.com/whisky-database/details/glen-scotia-miniature.html,Glen Scotia,15Y,,,- 46%
https://www.whisky.com/whisky-database/details/glen-scotia-macphails-collection.html,Glen Scotia,22Y,/ 2015,MacPhails Collection,- 43%
https://www.whisky.com/whisky-database/details/glen-spey-erles-whiskyecke-batch-2.html,Glen Spey,11Y,/ 2019,Erles Whiskyecke - Batch 2,- 60.5%
https://www.whisky.com/whisky-database/details/glen-spey-single-cask-seasons-2019-spring.html,Glen Spey,12Y,/ 2019,Single Cask Seasons - 2019 Spring,- 49.8%
https://www.whisky.com/whisky-database/details/glenallachie-by-hocksheads-whiskymax.html,Glenallachie,5Y,/ 2019,by Hocksheads - Whiskymax,- 60.5%
https://www.whisky.com/whisky-database/details/glendronach-darth-vader.html,Glendronach,9Y,/ 2014,Darth Vader,- 48%
https://www.whisky.com/whisky-database/details/glendronach-pizza-fairy-tales.html,Glendronach,10Y,,Pizza & Fairy Tales,- 59.6%
https://www.whisky.com/whisky-database/details/glendronach-traditional.html,Glendronach,12Y,,Traditional,- 43%
https://www.whisky.com/whisky-database/details/glendronach-sauternes-cask-finish.html,Glendronach,12Y,,Sauternes Cask Finish,- 46%
https://www.whisky.com/whisky-database/details/glenfarclas-family-reserve-3.html,Glenfarclas,,/ 2009,Family Reserve,- 46%
https://www.whisky.com/whisky-database/details/glenfarclas-with-2-miniaturen.html,Glenfarclas,15Y,,with 2 Miniaturen,- 46%
https://www.whisky.com/whisky-database/details/glenfiddich-malt-master-edition-0212.html,Glenfiddich,,,Malt Master Edition 02/12,- 43%
https://www.whisky.com/whisky-database/details/glenfiddich-winter-storm-batch-2-21j-2018.html,Glenfiddich,,,Winter Storm Batch 2 21J-/2018,- 43%
https://www.whisky.com/whisky-database/details/glenfiddich-rick-oak-in-champagnerbox.html,Glenfiddich,14Y,,Rick Oak in Champagnerbox,- 40%
https://www.whisky.com/whisky-database/details/glenfiddich-small-batch-reserve-3.html,Glenfiddich,18Y,,Small Batch Reserve,- 40%
https://www.whisky.com/whisky-database/details/glengoyne-6.html,Glengoyne,10Y,,,- 43%
https://www.whisky.com/whisky-database/details/glenkinchie-limitied-edition.html,Glenkinchie,,/ 2016,Limitied Edition,- 48%
https://www.whisky.com/whisky-database/details/glenlivet-nadurra-first-fill-selection.html,Glenlivet,,,Nadurra First Fill Selection,- 48%
https://www.whisky.com/whisky-database/details/glenlivet-32.html,Glenlivet,16Y,/ 2014,,- 46%
https://www.whisky.com/whisky-database/details/glenmorangie-core-pack.html,Glenmorangie,,,Core Pack,- 43%
https://www.whisky.com/whisky-database/details/glenmorangie-with-glas-and-miniature.html,Glenmorangie,10Y,,with Glas and miniature,- 40%
https://www.whisky.com/whisky-database/details/glenmorangie-the-accord.html,Glenmorangie,12Y,,The Accord,- 43%
https://www.whisky.com/whisky-database/details/glenrothes-manse-reserve.html,Glenrothes,,,Manse Reserve,- 43%
https://www.whisky.com/whisky-database/details/glenrothes-8ace452ebe.html,Glenrothes,,/ 2017,,- 43%
https://www.whisky.com/whisky-database/details/glenrothes-simply-good.html,Glenrothes,13Y,/ 2021,Simply Good,- 50.2%
https://www.whisky.com/whisky-database/details/glenrothes-80.html,Glenrothes,18Y,/ 2015,,- 46%
https://www.whisky.com/whisky-database/details/glenturret-leather-armchairs-and-old-wardrobes.html,Glenturret,10Y,,Leather armchairs and old wardrobes,- 57.2%
https://www.whisky.com/whisky-database/details/grand-macnish.html,Grand MacNish,,,,- 40%
https://www.whisky.com/whisky-database/details/grangestone-highland-single-malt-rum-cask-finish.html,Grangestone,,,Highland Single Malt Rum Cask Finish,- 40%
https://www.whisky.com/whisky-database/details/hellyers-road-single-malt-original-15-year.html,Hellyers Road,15Y,,SINGLE MALT ORIGINAL 15 YEAR,- 46.2%
https://www.whisky.com/whisky-database/details/highland-park-thorfinn.html,Highland Park,,/ 2013,Thorfinn,- 45.1%
https://www.whisky.com/whisky-database/details/highland-park-old-casing-5.html,Highland Park,12Y,,old Casing,- 40%
https://www.whisky.com/whisky-database/details/highland-park-23f1a3689c.html,Highland Park,15Y,/ 2015,,- 46%
https://www.whisky.com/whisky-database/details/hinch-single-pot-still.html,Hinch,,,Single Pot Still,- 43%
https://www.whisky.com/whisky-database/details/hyde-no-7-presidents-oloroso-2018-cask-sherry-cask-matured-limited-edition-1893.html,Hyde,,,No. 7 Presidents Oloroso / 2018 Cask Sherry Cask Matured Limited Edition 1893,- 46%
https://www.whisky.com/whisky-database/details/jack-daniels-master-distiller-series-no2.html,Jack Daniel's,,,Master Distiller Series No.2,- 43%
https://www.whisky.com/whisky-database/details/jack-daniels-winter-jack-tennessee-cider.html,Jack Daniel's,,,Winter Jack Tennessee Cider,- 15%
https://www.whisky.com/whisky-database/details/jameson-black-barrel-sample.html,Jameson,,,Black Barrel Sample,- 40%
https://www.whisky.com/whisky-database/details/jura-the-loch-1.html,Jura,,,The Loch,- 44.5%
https://www.whisky.com/whisky-database/details/jura-miniature-new-design.html,Jura,10Y,,Miniatur (neues Design),- 40%
https://www.whisky.com/whisky-database/details/kavalan-solist-peaty-cask-1.html,Kavalan,,,Solist Peaty Cask,- 52.4%
https://www.whisky.com/whisky-database/details/kilchoman-spring-2010-release.html,Kilchoman,3Y,,(Spring 2010 Release),- 46%
https://www.whisky.com/whisky-database/details/kilchoman-spring-2011-release.html,Kilchoman,3Y,,(Spring 2011 Release),- 46%
https://www.whisky.com/whisky-database/details/kilkerran-7.html,Kilkerran,16Y,/ 2020,,- 46%
https://www.whisky.com/whisky-database/details/knockando-slow-matured-2.html,Knockando,18Y,/ 2008,Slow Matured,- 43%
https://www.whisky.com/whisky-database/details/lambay-small-batch-blend.html,Lambay,,,Small Batch Blend,- 40%
https://www.whisky.com/whisky-database/details/langatun-old-bear-smoky-2.html,Langatun,4Y,,Old Bear Smoky,- 64%
https://www.whisky.com/whisky-database/details/ledaig-78.html,Ledaig,7Y,/ 2016,,- 46%
https://www.whisky.com/whisky-database/details/lindores-the-exclusive-cask-190377-rum-peat.html,Lindores,,/ 2023,The Exclusive Cask #19/0377 Rum Peat,- 59.4%
https://www.whisky.com/whisky-database/details/linkwood-8.html,Linkwood,18Y,/ 2013,,- 43%
https://www.whisky.com/whisky-database/details/linkwood-91.html,Linkwood,21Y,/ 2016,,- 43%
https://www.whisky.com/whisky-database/details/macallan-fine-oak-x-ray-pillar-nr-2-curiously-small-stills.html,Macallan,12Y,,Fine Oak - X-Ray Pillar Nr. 2 Curiously Small Stills,- 40%
https://www.whisky.com/whisky-database/details/macallan-57.html,Macallan,14Y,/ 2012,,- 46%
https://www.whisky.com/whisky-database/details/macallan-spymalt-sherry-cask.html,Macallan,18Y,/ 2016,Speymalt sherryfass,- 43%
https://www.whisky.com/whisky-database/details/mackmyra-special-10-kaffegoek.html,Mackmyra,,/ 2013,Special 10: Kaffegök,- 46.1%
https://www.whisky.com/whisky-database/details/makers-mark-1.html,Maker's Mark,,,,- 45%
https://www.whisky.com/whisky-database/details/-e6420931d9.html,Maker's Mark,,,46,- 47%
https://www.whisky.com/whisky-database/details/midleton-very-rare-19.html,Midleton,,/ 2019,Very Rare,- 40%
https://www.whisky.com/whisky-database/details/midleton-very-rare-24.html,Midleton,,/ 2019,Very Rare,- 40%
https://www.whisky.com/whisky-database/details/miniatur-kilkerran-kilkerran.html,Miniatur Kilkerran,16Y,/ 2020,,- 46%
https://www.whisky.com/whisky-database/details/monsters-choice-sample.html,Monster's Choice,,,Sample,- 40%
https://www.whisky.com/whisky-database/details/mortlach-738830677f.html,Mortlach,10Y,/ 2018,,- 58%
https://www.whisky.com/whisky-database/details/mortlach-72.html,Mortlach,15Y,/ 2009,,- 46%
https://www.whisky.com/whisky-database/details/old-pulteney-23.html,Old Pulteney,12Y,,,- 40%
https://www.whisky.com/whisky-database/details/paul-john-christmas-edition-2018.html,Paul John,,/ 2018,Christmas Edition 2018,- 46%
https://www.whisky.com/whisky-database/details/penderyn-icons-of-wales-that-try.html,Penderyn,,,Icons of Wales - That Try,- 41%
https://www.whisky.com/whisky-database/details/preussischer-whisky-sommerabfuellung-1.html,Preussischer Whisky,5Y,/ 2015,Sommerabfüllung,- 53.8%
https://www.whisky.com/whisky-database/details/pulteney-15.html,Pulteney,8Y,,,- 40%
https://www.whisky.com/whisky-database/details/old-pulteney-flotilla-1.html,Pulteney,10Y,,Flotilla,- 46%
https://www.whisky.com/whisky-database/details/puni-alba-batch-1.html,Puni,,/ 2016,Alba Batch 1,- 43%
https://www.whisky.com/whisky-database/details/redbreast-7.html,Redbreast,12Y,,,- 59.9%
https://www.whisky.com/whisky-database/details/rothaus-black-forest-lemberger-finish.html,Rothaus,,/ 2016,Black Forest Lemberger Finish,- 52.1%
https://www.whisky.com/whisky-database/details/slyrs-bavarian-malt-whisky.html,Slyrs,,,Bavarian Malt Whisky,- 40%
https://www.whisky.com/whisky-database/details/slyrs-madeira-cask.html,Slyrs,,,Madeira Cask,- 46%
https://www.whisky.com/whisky-database/details/slyrs-pedro-ximenez-edition.html,Slyrs,,,Pedro Ximénez Edition,- 46%
https://www.whisky.com/whisky-database/details/springbank-single-cask-sherry.html,Springbank,,/ 2018,Single Cask Sherry,- 57.7%
https://www.whisky.com/whisky-database/details/springbank-single-cask-sherry-1.html,Springbank,,/ 2018,Single Cask Sherry,- 57%
https://www.whisky.com/whisky-database/details/springbank-madeira-wood.html,Springbank,17Y,/ 2020,Madeira Wood,- 47.8%
https://www.whisky.com/whisky-database/details/stauning-rye-batch-3.html,Stauning,,/ 2020,Rye - Batch 3,- 48%
https://www.whisky.com/whisky-database/details/strathisla-31.html,Strathisla,,/ 2012,,- 43%
https://www.whisky.com/whisky-database/details/strathmill-47.html,Strathmill,12Y,/ 2019,,- 54.6%
https://www.whisky.com/whisky-database/details/sullivans-cove-american-oak-2.html,Sullivans Cove,15Y,/ 2016,American Oak,- 47.5%
https://www.whisky.com/whisky-database/details/suntory-yamazaki-puncheon.html,Suntory,,/ 2013,Yamazaki Puncheon,- 48%
https://www.whisky.com/whisky-database/details/unknown-swiss-highlander.html,Swiss Highland,,,Föhnsturm,- 46%
https://www.whisky.com/whisky-database/details/tamdhu-single-minded.html,Tamdhu,10Y,/ 2013,Single Minded,- 41.5%
https://www.whisky.com/whisky-database/details/teachers-relaunch-ab-circa-2013.html,Teachers,,,(Relaunch ab circa 2013),- 40%
https://www.whisky.com/whisky-database/details/teeling-single-grain-2.html,Teeling,,/ 2014,Single Grain,- 46%
https://www.whisky.com/whisky-database/details/teeling-the-revival-1999-sample.html,Teeling,15Y,,The Revival 1999 Sample,- 46%
https://www.whisky.com/whisky-database/details/the-english.html,The English,,,,- 43%
https://www.whisky.com/whisky-database/details/the-irishman-irishman-cask-strength.html,The Irishman,,/ 2020,Cask Strength,- 55.2%
https://www.whisky.com/whisky-database/details/the-nine-springs-nine-springs-straigth-rye.html,The Nine Springs,,,Straigth Rye,- 46%
https://www.whisky.com/whisky-database/details/glendullan-the-singleton-masters-art.html,The Singleton of Glendullan,,/ 2015,The Singleton Master's Art,- 40%
https://www.whisky.com/whisky-database/details/thompson-bros-mediterranean-gin.html,Thompson Bros.,,,- Mediterranean Gin,- 45.7%
https://www.whisky.com/whisky-database/details/three-ships-ships-inkl-gratis-miniature-bains-cape-mountain.html,Three Ships,12Y,,inkl. gratis Miniatur Bain's Cape Mountain,- 46.1%
https://www.whisky.com/whisky-database/details/tomatin-old-particular-1.html,Tomatin,25Y,/ 2020,Old Particular,- 55.2%
https://www.whisky.com/whisky-database/details/tomintoul-peaty-tang-1.html,Tomintoul,,,Peaty Tang,- 40%
https://www.whisky.com/whisky-database/details/tormore-55.html,Tormore,13Y,,,- 43%
https://www.whisky.com/whisky-database/details/tormore-tormore-discovery.html,Tormore,13Y,,Discovery,- 43%
https://www.whisky.com/whisky-database/details/tullamore-dew-dew-rouge.html,Tullamore D.E.W.,13Y,,D.E.W. Rouge,- 40%
https://www.whisky.com/whisky-database/details/miniatur-tullamore-dew-rouge.html,Tullamore D.E.W.,13Y,,Rouge,- 40%
https://www.whisky.com/whisky-database/details/tullibardine-moscatel-wood-finish.html,Tullibardine,,/ 2007,Moscatel Wood Finish,- 46%
https://www.whisky.com/whisky-database/details/tullibardine-port-wood-finish.html,Tullibardine,15Y,/ 2008,Port Wood Finish,- 46%
https://www.whisky.com/whisky-database/details/unknownmtch-islay.html,Unnamed Islay,28Y,/ 2021,,- 52.6%
https://www.whisky.com/whisky-database/details/invergordon-frosted-molasses.html,Wemyss,30Y,/ 2018,Frosted Molasses,- 59.9%
https://www.whisky.com/whisky-database/details/west-cork-maritime-release-port-cask.html,West Cork,,,Maritime Release - Port Cask,- 46%
https://www.whisky.com/whisky-database/details/widow-jane-bourbon.html,Widow Jane,10Y,/ 2018,Widow Jane Bourbon,- 45.5%
https://www.whisky.com/whisky-database/details/william-grant-sons-monkey-shoulder.html,,,,Monkey Shoulder,- 40%
https://www.whisky.com/whisky-database/details/writers-tears-cask-strength-1.html,Writers Tears,,/ 2014,Cask Strength,- 53%
https://www.whisky.com/whisky-database/details/unknown-beer-barrel-bourbon.html,,,,Beer Barrel Bourbon,- 40%
https://www.whisky.com/whisky-database/details/brothers-bond-straight-bourbon-whiskey.html,,,,Brother's Bond Straight Bourbon Whiskey,- 40%
https://www.whisky.com/whisky-database/details/heavily-peated-islay-single-malt-scotch-whisky.html,,,,Heavily Peated - Islay Single Malt Scotch Whisky,- 40%
https://www.whisky.com/whisky-database/details/unknown-hillock-4-12-12.html,,,,Hillock 4 1/2 12,- 45%
https://www.whisky.com/whisky-database/details/ian-macleod-lowland.html,,,,Ian Macleod Lowland,- 40%
https://www.whisky.com/whisky-database/details/ole-smoky-apple-pie.html,,,,"Ole Smoky, Apple Pie",- 20%
https://www.whisky.com/whisky-database/details/d040ae974ae6177348aa5e95a95416d7-32.html,,,,Speymhor 12 Jahre - Specially Selected,- 40%
https://www.whisky.com/whisky-database/details/unknown-wirtemberg-guenter-busch.html,,,/ 2015,"Wirtemberg, Günter Busch",- 42%
https://www.whisky.com/whisky-database/details/peat-bog.html,,,/ 2017,Peat Bog,- 57.5%
https://www.whisky.com/whisky-database/details/pegasus-iv-120-p1st2-19725.html,,,/ 2018,"Pegasus IV - 120° P.1.2' 1972.5""",- 61.5%
https://www.whisky.com/whisky-database/details/stoertebeker-single-malt-whisky-2.html,,3Y,/ 2019,Störtebeker Single Malt Whisky,- 40%
https://www.whisky.com/whisky-database/details/hollow-rock-german-spelt-whisky-dinkel.html,,5Y,,"Hollow Rock German Spelt Whisky ""Dinkel""",- 43%
https://www.whisky.com/whisky-database/details/nordik-elbe-valley.html,,5Y,/ 2020,Nordik Elbe-Valley,- 42%
https://www.whisky.com/whisky-database/details/unknown-dram-regional-islay.html,,6Y,,Islay,- 46%
https://www.whisky.com/whisky-database/details/red-peaks-1.html,,7Y,/ 2017,Red Peak's Batch III,- 44%
https://www.whisky.com/whisky-database/details/gilors-sherry-duett-distillery-henrich.html,,7Y,/ 2021,Gilors Sherry Duett - Brennerei Henrich,- 46.4%
https://www.whisky.com/whisky-database/details/unknown-blairmhor-pure-malt.html,,8Y,,Blairmhor Pure Malt,- 40%
https://www.whisky.com/whisky-database/details/hillock-612-vierzehntel-single-malt-whisky.html,,14Y,/ 2016,Heinrich Habbel - Hillock 6½-Vierzehntel Single Malt Whisky,- 45%
https://www.whisky.com/whisky-database/details/greign-single-grain-scotch-whisky.html,,20Y,,Greign Single Grain Scotch Whisky,- 40%
https://www.whisky.com/whisky-database/details/the-targe-highland-single-grain-scotch-whisky-23-years.html,,23Y,,Targe 23J /1994 - Highland Single Grain,- 44%
https://www.whisky.com/whisky-database/details/adnams-rye-malt-whisky.html,Adnams,,,Adnams Rye Malt Whisky,- 47%
https://www.whisky.com/whisky-database/details/amrut-single-malt-peated.html,Amrut,,,Peated,- 46%
https://www.whisky.com/whisky-database/details/knockdhu-an-cnoc-1.html,AnCnoc,,,Peter Arkle Limited Edition,- 46%
https://www.whisky.com/whisky-database/details/ancnoc-6.html,AnCnoc,12Y,,,- 40%
https://www.whisky.com/whisky-database/details/arran-machrie-moor-batch-01-cs.html,Arran,,,Machrie Moor Batch 01 CS,- 58.4%
https://www.whisky.com/whisky-database/details/auchentoshan-dark-oak.html,Auchentoshan,,,Dark Oak,- 43%
https://www.whisky.com/whisky-database/details/auchentoshan-sortiment.html,Auchentoshan,,,Sortiment,- 41%
https://www.whisky.com/whisky-database/details/auchentoshan-8.html,Auchentoshan,11Y,/ 2009,,- 46%
https://www.whisky.com/whisky-database/details/baileys-caramel-flavour-the-original-irish-cream.html,Bailey's,,,Caramel Flavour - The Original Irish Cream,- 17%
https://www.whisky.com/whisky-database/details/balcones-brimstone-sample.html,Balcones,,,Brimstone Sample,- 53%
https://www.whisky.com/whisky-database/details/ballechin-signatory-vintage-2007.html,Ballechin,11Y,/ 2018,Signatory Vintage 2007,- 48.1%
https://www.whisky.com/whisky-database/details/ben-bracken-highland-single-malt-whisky.html,Ben Bracken,,,Highland Single Malt Whisky,- 40%
https://www.whisky.com/whisky-database/details/ben-bracken-islay-single-malt-whisky.html,Ben Bracken,,,Islay Single Malt Whisky,- 40%
https://www.whisky.com/whisky-database/details/ben-nevis-glencoe-1.html,Ben Nevis,8Y,,Glencoe,- 58%
https://www.whisky.com/whisky-database/details/benrinnes-seud-na-h-alba.html,Benrinnes,9Y,/ 2018,SEUD NA H-ALBA,- 46%
https://www.whisky.com/whisky-database/details/benrinnes-cask-strength.html,Benrinnes,11Y,,Cask Strength,- 59.3%
https://www.whisky.com/whisky-database/details/big-peat-christmas-edition-1.html,Big Peat,,/ 2014,Christmas Edition 2014,- 55.7%
https://www.whisky.com/whisky-database/details/big-strand.html,Big Strand,,,,- 46%
https://www.whisky.com/whisky-database/details/black-velvet-onyx.html,Black Velvet,12Y,,Onyx,- 40%
https://www.whisky.com/whisky-database/details/blackadder-peat-reek-raw-cask.html,Blackadder,,/ 2018,Peat Reek - Raw Cask,- 60.3%
https://www.whisky.com/whisky-database/details/bladnoch-pat-hock-peated.html,Bladnoch,8Y,,Pat Hock Peated,- 58.1%
https://www.whisky.com/whisky-database/details/blair-athol-5.html,Blair Athol,12Y,/ 2012,,- 46%
https://www.whisky.com/whisky-database/details/bowens.html,Bowen's,,,,- 45%
https://www.whisky.com/whisky-database/details/brigantia-gin-cask-finish.html,Brigantia,5Y,,Gin Cask Finish,- 46%
