whisky_link,whisky_name,whisky_age,bottling_date,whisky_name_suffix,alcohol_pct
https://www.whisky.com/whisky-database/details/glen-scotia-scotia-double-cask-rum-finish.html,Glen Scotia,,/ 2022,Double Cask Rum Finish,- 46%
https://www.whisky.com/whisky-database/details/miniatur-glen-scotia-double-cask-rum-finish.html,Glen Scotia,,/ 2022,Double Cask Rum Finish,- 46%
https://www.whisky.com/whisky-database/details/glenfarclas-66.html,Glenfarclas,15Y,/ 2015,,- 46%
https://www.whisky.com/whisky-database/details/kavalan-single-malt.html,Kavalan,,,Single Malt,- 40%
https://www.whisky.com/whisky-database/details/the-quiet-man-1.html,The Quiet Man,12Y,,,- 46%
https://www.whisky.com/whisky-database/details/miniatur-the-quiet-man.html,The Quiet Man,12Y,,,- 46%
https://www.whisky.com/whisky-database/details/1776-rye-46.html,1776,,,Rye 46%,- 46%
https://www.whisky.com/whisky-database/details/1776-rye-barrel-proof.html,1776,,,Rye Barrel Proof,- 57.3%
https://www.whisky.com/whisky-database/details/fettercairn-3rd-release.html,Fettercairn,16Y,/ 2022,- 3rd Release,- 46.4%
https://www.whisky.com/whisky-database/details/glenmorangie-tarlogan.html,Glenmorangie,,,Tarlogan,- 43%
https://www.whisky.com/whisky-database/details/jura-20.html,Jura,,,,- 43%
https://www.whisky.com/whisky-database/details/mackmyra-baervin-whiskyde-exklusiv.html,Mackmyra,,/ 2022,"Bärvin ""Whisky.de exklusiv""",- 46.1%
https://www.whisky.com/whisky-database/details/mackmyra-mackmyra-baervin-whiskyde-exklusiv.html,Mackmyra,,/ 2022,"Bärvin ""Whisky.de exklusiv""",- 46.1%
https://www.whisky.com/whisky-database/details/octomore-5rd1.html,Octomore,5Y,/ 2012,5.1,- 59.5%
https://www.whisky.com/whisky-database/details/puni-vina-marsala-edition.html,Puni,5Y,/ 2018,"Vina, Marsala Edition",- 43%
https://www.whisky.com/whisky-database/details/tamdhu-clan-denny-whiskyde-exklusiv.html,Tamdhu,6Y,/ 2020,Clan Denny 'Whisky.de exklusiv',- 46%
https://www.whisky.com/whisky-database/details/tamdhu-clan-denny-whiskyde-exklusiv-1.html,Tamdhu,6Y,/ 2020,Clan Denny 'Whisky.de exklusiv',- 46%
https://www.whisky.com/whisky-database/details/teeling-single-pot-still.html,Teeling,,/ 2019,Single Pot Still,- 46%
https://www.whisky.com/whisky-database/details/tullamore-dew-phoenix.html,Tullamore D.E.W.,,,Phoenix,- 46.2%
https://www.whisky.com/whisky-database/details/ben-nevis-nevis-coire-leis.html,Ben Nevis,,,Coire Leis,- 46%
https://www.whisky.com/whisky-database/details/connemara-turf-mor.html,Connemara,,,Turf Mor,- 58.2%
https://www.whisky.com/whisky-database/details/hinch-small-batch-bourbon-cask.html,Hinch,,,Small Batch Bourbon Cask,- 43%
https://www.whisky.com/whisky-database/details/knockando-richly-matured.html,Knockando,15Y,,Richly Matured,- 43%
https://www.whisky.com/whisky-database/details/bowmore-3930bcbe81.html,Bowmore,12Y,,,- 40%
https://www.whisky.com/whisky-database/details/unknown-lot-no-40.html,Lot 40,,,,- 43%
https://www.whisky.com/whisky-database/details/tullamore-dew-sherry-cask-finish-1.html,Tullamore D.E.W.,12Y,,Sherry Cask Finish,- 46%
https://www.whisky.com/whisky-database/details/kilchoman-sanaig-1.html,Kilchoman,,,Sanaig,- 46%
https://www.whisky.com/whisky-database/details/loch-lomond-lomond-1.html,Loch Lomond,14Y,,,- 46%
https://www.whisky.com/whisky-database/details/nikka-taketsuru-pure-malt-5.html,Nikka,,,Taketsuru Pure Malt,- 43%
https://www.whisky.com/whisky-database/details/nikka-nikka-taketsuru-pure-malt.html,Nikka,,,Taketsuru Pure Malt,- 43%
https://www.whisky.com/whisky-database/details/balvenie-founders-reserve-old-label.html,Balvenie,10Y,,Founders Reserve (old label),- 40%
https://www.whisky.com/whisky-database/details/jack-daniels-miniaturset.html,Jack Daniel's,,,Miniature-Set,- 41.7%
https://www.whisky.com/whisky-database/details/jura-8.html,Jura,10Y,,Origin,- 40%
https://www.whisky.com/whisky-database/details/macallan-gold-1.html,Macallan,,,Gold mit Glas,- 40%
https://www.whisky.com/whisky-database/details/west-cork-cork-port.html,West Cork,,,Port,- 43%
https://www.whisky.com/whisky-database/details/glen-els-the-journey-4.html,Glen Els,,/ 2017,The Journey,- 43%
https://www.whisky.com/whisky-database/details/jack-daniels-1.html,Jack Daniel's,,,Green Label,- 40%
https://www.whisky.com/whisky-database/details/slyrs-14.html,Slyrs,3Y,/ 2013,,- 43%
https://www.whisky.com/whisky-database/details/spey-tenne-1.html,Spey,,,Tenné,- 46%
https://www.whisky.com/whisky-database/details/glenmorangie-the-original-old-bottling.html,Glenmorangie,10Y,,The Original old bottling,- 40%
https://www.whisky.com/whisky-database/details/langatun-old-deer-2.html,Langatun,3Y,/ 2012,Old Deer,- 40%
https://www.whisky.com/whisky-database/details/nikka-yoichi-without-age-statment.html,Nikka,,,Yoichi no age statement,- 43%
https://www.whisky.com/whisky-database/details/smokehead-extra-rare-1.html,Smokehead,,,Extra Rare,- 40%
https://www.whisky.com/whisky-database/details/glenfarclas-73.html,Glenfarclas,10Y,,,- 40%
https://www.whisky.com/whisky-database/details/ncnean-huntress.html,Nc’nean,3Y,/ 2022,Huntress,- 48.5%
https://www.whisky.com/whisky-database/details/highland-black-blended-scotch-whisky.html,,8Y,,Highland Black - Blended Scotch Whisky,- 40%
https://www.whisky.com/whisky-database/details/aerstone-sea-cask-2.html,Aerstone,10Y,,Sea Cask,- 40%
https://www.whisky.com/whisky-database/details/baileys-the-original-irish-cream.html,Bailey's,,,The Original Irish Cream,- 17%
https://www.whisky.com/whisky-database/details/jack-daniels-daniels-old-no-7-legacy-edition-no-3.html,Jack Daniel‘s,,,Old No. 7 - Legacy Edition No. 3,- 43%
https://www.whisky.com/whisky-database/details/glenturret-sherry-cask-edition-b-ware.html,Glenturret,,,Sherry Cask Edition,- 43%
https://www.whisky.com/whisky-database/details/west-cork-sherry-cask-finish.html,West Cork,12Y,,Sherry Cask Finish,- 43%
https://www.whisky.com/whisky-database/details/glenfarclas-christmas-edition-13.html,Glenfarclas,,/ 2018,Christmas Edition,- 46%
https://www.whisky.com/whisky-database/details/fettercairn-1.html,Fettercairn,12Y,,,- 40%
https://www.whisky.com/whisky-database/details/armorik-de-bretagne.html,Armorik,,,de Bretagne,- 40%
https://www.whisky.com/whisky-database/details/tullamore-dew-1.html,Tullamore D.E.W.,12Y,,,- 43%
https://www.whisky.com/whisky-database/details/cutty-sark-blend.html,Cutty Sark,,,Blend,- 40%
https://www.whisky.com/whisky-database/details/unknown-kentucky-highway-kentucky-straight-bourbon-whiskey.html,Kentucky Highway,6Y,,,- 40%
https://www.whisky.com/whisky-database/details/glenallachie-vintage.html,Glenallachie,30Y,/ 2020,,- 52.1%
https://www.whisky.com/whisky-database/details/old-perth-pedro-ximenez.html,Old Perth,,,Pedro Ximénez,- 56.2%
https://www.whisky.com/whisky-database/details/bowmore-springtide.html,Bowmore,15Y,,Springtide,- 54.9%
https://www.whisky.com/whisky-database/details/edradour-burgundy-cask.html,Edradour,15Y,/ 2022,Burgundy Cask,- 61.4%
https://www.whisky.com/whisky-database/details/elijah-craig-craig-barrel-proof-2.html,Elijah Craig,12Y,,Barrel Proof,- 60.1%
https://www.whisky.com/whisky-database/details/glendronach-master-vintage.html,Glendronach,25Y,/ 2019,Master Vintage,- 48.2%
https://www.whisky.com/whisky-database/details/cairdeas-15-years.html,Laphroaig,15Y,/ 2017,Cairdeas,- 43%
https://www.whisky.com/whisky-database/details/aberlour-abunadh-batch-no53.html,Aberlour,,,a'bunadh Batch 53,- 59.7%
https://www.whisky.com/whisky-database/details/laphroaig-cask-strength-batch-004.html,Laphroaig,10Y,/ 2012,Cask Strength (Batch 004),- 58.3%
https://www.whisky.com/whisky-database/details/macallan-mini-live-tasting-set.html,Macallan,12Y,,Mini Live Tasting Set,- 40%
https://www.whisky.com/whisky-database/details/ardbeg-supernova-2015.html,Ardbeg,,/ 2015,Supernova 2015,- 54.3%
https://www.whisky.com/whisky-database/details/balblair-vintage-36.html,Balblair,,/ 2014,Vintage,- 46%
https://www.whisky.com/whisky-database/details/glendronach-13.html,Glendronach,19Y,/ 2014,Single Cask,- 57.2%
https://www.whisky.com/whisky-database/details/kavalan-solist-brandy-cask.html,Kavalan,,,Solist Brandy Cask,- 57.8%
https://www.whisky.com/whisky-database/details/springbank-burgundy.html,Springbank,12Y,/ 2016,Burgundy,- 53.5%
https://www.whisky.com/whisky-database/details/caol-ila-ila-un-chillfiltered-collection.html,Der Kolonist,9Y,/ 2022,- Un-Chillfiltered Collection,- 46%
https://www.whisky.com/whisky-database/details/glenrothes-dun-bheagan.html,Glenrothes,19Y,/ 2016,Dun Bheagan,- 46%
https://www.whisky.com/whisky-database/details/highland-park-thor.html,Highland Park,16Y,/ 2012,Thor,- 52.1%
https://www.whisky.com/whisky-database/details/johnnie-walker-walker-celebratory-blend.html,Johnnie Walker,,,Celebratory Blend,- 51%
https://www.whisky.com/whisky-database/details/talisker-db11159c38.html,Talisker,12Y,/ 2007,,- 45.8%
https://www.whisky.com/whisky-database/details/aberfeldy-exceptional-cask-oloroso-sherry-finish.html,Aberfeldy,19Y,,Exceptional Cask Oloroso Sherry Finish,- 43%
https://www.whisky.com/whisky-database/details/benriach-px-25-years-whiskyde.html,Benriach,11Y,/ 2018,PX '25 Jahre Whisky.de',- 61.8%
https://www.whisky.com/whisky-database/details/edradour-sherry-butt-2.html,Edradour,10Y,/ 2022,Sherry Butt,- 59.5%
https://www.whisky.com/whisky-database/details/elsburn-distillery-edition-batch-001.html,Elsburn,,/ 2020,Distillery Edition Batch 001,- 45.9%
https://www.whisky.com/whisky-database/details/glen-garioch-renaissance-3rd-chapter.html,Glen Garioch,17Y,,Renaissance 3rd Chapter,- 50.8%
https://www.whisky.com/whisky-database/details/glendalough-mizunara-cask.html,Glendalough,7Y,,Mizunara Cask,- 46%
https://www.whisky.com/whisky-database/details/glenlivet-64.html,Glenlivet,18Y,,,- 43%
https://www.whisky.com/whisky-database/details/glenmorangie-traditional-100-proof.html,Glenmorangie,,,Traditional 100 Proof,- 57.2%
https://www.whisky.com/whisky-database/details/royal-brackla-the-octave-whiskyde-exklusiv.html,Royal Brackla,11Y,/ 2022,The Octave Whisky.de exklusiv,- 54.2%
https://www.whisky.com/whisky-database/details/tobermory-mountain-gin.html,Tobermory,,,Mountain Gin,- 43.3%
https://www.whisky.com/whisky-database/details/tobermory-tobermory-mountain-gin.html,Tobermory,,,Mountain Gin,- 43.3%
https://www.whisky.com/whisky-database/details/benriach-68.html,Benriach,21Y,,Classic,- 46%
https://www.whisky.com/whisky-database/details/glen-elgin-elgin-7.html,Glen Elgin,12Y,/ 2022,,- 46%
https://www.whisky.com/whisky-database/details/glenallachie-port-wood-finish.html,Glenallachie,10Y,,Port Wood Finish,- 48%
https://www.whisky.com/whisky-database/details/glenturret-67.html,Glenturret,15Y,/ 2021,,- 53%
https://www.whisky.com/whisky-database/details/aberlour-abunadh-batch-56.html,Aberlour,,,A'Bunadh Batch 56,- 61.2%
https://www.whisky.com/whisky-database/details/kelpie-committee-release.html,Ardbeg,,/ 2017,"Kelpie, Committee Release",- 51.7%
https://www.whisky.com/whisky-database/details/bruichladdich-cuvee-382-la-berenice.html,Bruichladdich,21Y,/ 2013,Cuvee 382 La Berenice,- 46%
https://www.whisky.com/whisky-database/details/caol-ila-c3244dcebe.html,Caol Ila,,/ 2014,,- 46%
https://www.whisky.com/whisky-database/details/edradour-super-tuscan-batch-no-2.html,Edradour,,/ 2014,Super Tuscan - Batch No. 2,- 46%
https://www.whisky.com/whisky-database/details/glenallachie-chinquapin-virgin-oak.html,Glenallachie,12Y,,Chinquapin Virgin Oak,- 48%
https://www.whisky.com/whisky-database/details/highland-park-35.html,Highland Park,,/ 2010,,- 40%
https://www.whisky.com/whisky-database/details/laphroaig-2016-cask-strength-batch-008.html,Laphroaig,10Y,/ 2016,Cask Strength (Batch #008),- 59.2%
https://www.whisky.com/whisky-database/details/loch-lomond-lomond-2.html,Loch Lomond,21Y,,,- 46%
https://www.whisky.com/whisky-database/details/mh-apex-small-batch-pomegranate-wine-cask-finish.html,M&H,,/ 2021,Apex Small Batch Pomegranate Wine Cask Finish,- 59.5%
https://www.whisky.com/whisky-database/details/ardbeg-traigh-bhan-batch-3-b-ware.html,Ardbeg,19Y,/ 2021,Traigh Bhan - Batch 3,- 46.2%
https://www.whisky.com/whisky-database/details/as-we-get-it-islay-8.html,As We Get It!,,,Islay,- 61.2%
https://www.whisky.com/whisky-database/details/unknown-classic-malts-collection-strong.html,Classic Malts,,,Collection Strong,- 43%
https://www.whisky.com/whisky-database/details/glenlivet-nadurra-triumph.html,Glenlivet,,/ 2010,Nadurra Triumph,- 48%
https://www.whisky.com/whisky-database/details/longrow-gaja-barolo-1.html,Longrow,7Y,,Gaja Barolo,- 55.8%
https://www.whisky.com/whisky-database/details/benriach-authenticus-2.html,Benriach,21Y,,Authenticus,- 46%
https://www.whisky.com/whisky-database/details/edradour-port-matured-9th-release.html,Edradour,,,Port Matured 9th Release,- 46%
https://www.whisky.com/whisky-database/details/glen-garioch-vintage-batch-no-32.html,Glen Garioch,17Y,/ 2011,Vintage Batch No. 32,- 53.9%
https://www.whisky.com/whisky-database/details/glenfarclas-oloroso-sherry-cask-7.html,Glenfarclas,,/ 2015,Oloroso Sherry Cask,- 46%
https://www.whisky.com/whisky-database/details/glenfiddich-grand-cru.html,Glenfiddich,23Y,,Grand Cru,- 40%
https://www.whisky.com/whisky-database/details/talisker-sherry-butt-whiskyde-exklusiv.html,Talisker,9Y,/ 2020,Sherry Butt 'Whisky.de exklusiv',- 50%
https://www.whisky.com/whisky-database/details/bladnoch-46.html,Bladnoch,10Y,,,- 46.7%
https://www.whisky.com/whisky-database/details/bladnoch-bladnoch.html,Bladnoch,10Y,,,- 46.7%
https://www.whisky.com/whisky-database/details/bruichladdich-islay-barley-7.html,Bruichladdich,6Y,/ 2017,Islay Barley,- 50%
https://www.whisky.com/whisky-database/details/cameronbridge-whiskyde-exklusiv.html,Cameronbridge,13Y,/ 2022,'Whisky.de exklusiv',- 63%
https://www.whisky.com/whisky-database/details/cameronbridge-whiskyde-exklusiv-1.html,Cameronbridge,13Y,/ 2022,'Whisky.de exklusiv',- 63%
https://www.whisky.com/whisky-database/details/loch-lomond-the-open-special-edition-royal-liverpool-mit-2-glaesern.html,Loch Lomond,,/ 2023,The Open Special Edition Royal Liverpool mit 2 Gläsern,- 46%
https://www.whisky.com/whisky-database/details/loch-lomond-the-open-special-edition-royal-liverpool-rioja-finish.html,Loch Lomond,,/ 2023,The Open Special Edition Royal Liverpool Rioja Finish,- 46%
https://www.whisky.com/whisky-database/details/miniatur-raasay-single-malt-batch-1.html,Raasay,,,Single Malt - Batch 1,- 46.4%
https://www.whisky.com/whisky-database/details/raasay-single-malt.html,Raasay,,,Single Malt,- 46.4%
https://www.whisky.com/whisky-database/details/rebel-yell-yell-cognac-cask-finish.html,Rebel Yell,,,Yell Cognac Cask Finish,- 45%
https://www.whisky.com/whisky-database/details/benriach-horizons-sherry-finish.html,Benriach,12Y,,Horizons (Sherry Finish),- 50%
https://www.whisky.com/whisky-database/details/bruichladdich-islay-barley-8.html,Bruichladdich,8Y,,Islay Barley,- 50%
https://www.whisky.com/whisky-database/details/crown-royal-xo.html,Crown Royal,,,XO,- 40%
https://www.whisky.com/whisky-database/details/glendronach-cask-strength-batch-9.html,Glendronach,,,Cask Strength Batch 9,- 59.4%
https://www.whisky.com/whisky-database/details/miniatur-glendronach-cask-strength-batch-9.html,Glendronach,,,Cask Strength Batch 9,- 59.4%
https://www.whisky.com/whisky-database/details/unknown-michel-couvreur-candid-the-new-disclosure-expression.html,Michel Couvreur,,,CANDID The new Disclosure expression,- 49%
https://www.whisky.com/whisky-database/details/mortlach-25.html,Mortlach,15Y,,,- 43%
https://www.whisky.com/whisky-database/details/oban-9.html,Oban,,/ 2012,,- 43%
https://www.whisky.com/whisky-database/details/scallywag-4.html,Scallywag,10Y,,,- 46%
https://www.whisky.com/whisky-database/details/scallywag-sherry-cask-inkl-faltbarem-trinkbecher.html,Scallywag,10Y,,Sherry Cask inkl. faltbarem Trinkbecher,- 46%
https://www.whisky.com/whisky-database/details/suntory-mini-live-tasting-set.html,Suntory,,,Mini Live Tasting Set,- 43%
https://www.whisky.com/whisky-database/details/knockdhu-an-cnoc-10.html,AnCnoc,,/ 2012,,- 46%
https://www.whisky.com/whisky-database/details/ardbeg-ten-2.html,Ardbeg,10Y,,TEN,- 46%
https://www.whisky.com/whisky-database/details/glen-grant-grant-rothes-chronicles-cask-haven.html,Glen Grant,,,Rothes Chronicles Cask Haven,- 46%
https://www.whisky.com/whisky-database/details/hellyers-road-road-pinot-noir.html,Hellyers Road,,,Road Pinot Noir,- 46.2%
https://www.whisky.com/whisky-database/details/octomore-dialogue-the-control-091-156ppm.html,Octomore,5Y,/ 2018,09.1,- 59.1%
https://www.whisky.com/whisky-database/details/teerenpeli-kaski.html,Teerenpeli,,,Kaski,- 43%
https://www.whisky.com/whisky-database/details/tomintoul-seiridh.html,Tomintoul,,,Seiridh,- 40%
https://www.whisky.com/whisky-database/details/aberlour-white-oak.html,Aberlour,11Y,/ 2012,White Oak,- 43%
https://www.whisky.com/whisky-database/details/bruichladdich-2nd-edition-1.html,Bruichladdich,18Y,,2nd Edition,- 46%
https://www.whisky.com/whisky-database/details/caol-ila-ila-marsala-the-firkin-islay.html,Caol Ila,,,Ila Marsala - The Firkin Islay,- 48.9%
https://www.whisky.com/whisky-database/details/caol-ila-marsala-the-firkin-islay-1.html,Caol Ila,,/ 2022,Marsala - The Firkin Islay,- 48.9%
https://www.whisky.com/whisky-database/details/glen-scotia-scotia-sherry-double-cask-finish.html,Glen Scotia,11Y,,Sherry Double Cask Finish,- 54.1%
https://www.whisky.com/whisky-database/details/glen-scotia-glen-scotia-sherry-double-cask-finish.html,Glen Scotia,11Y,,Sherry Double Cask Finish,- 54.1%
https://www.whisky.com/whisky-database/details/glenfiddich-select-cask-1.html,Glenfiddich,,,Select Cask,- 40%
https://www.whisky.com/whisky-database/details/glenfiddich-25.html,Glenfiddich,15Y,,,- 43%
https://www.whisky.com/whisky-database/details/glenmorangie-legends-the-cadboll.html,Glenmorangie,,,Legends The Cadboll,- 43%
https://www.whisky.com/whisky-database/details/kilchoman-sanaig-3.html,Kilchoman,,,Sanaig,- 46%
https://www.whisky.com/whisky-database/details/laphroaig-cairdeas-feis-ile-2017.html,Laphroaig,,/ 2017,Cairdeas - Feis Ile 2017,- 57.2%
https://www.whisky.com/whisky-database/details/mackinlays-shackleton-the-journey.html,Mackinlay's,,,Shackleton The Journey,- 47.3%
https://www.whisky.com/whisky-database/details/st-kilian-kilian-classic-mild-fruity.html,St. Kilian,,,Classic Mild & Fruity,- 46%
https://www.whisky.com/whisky-database/details/togouchi-sake-cask-finish.html,Togouchi,,,Sake Cask Finish,- 40%
https://www.whisky.com/whisky-database/details/ancnoc-vintage-3.html,AnCnoc,12Y,,Vintage,- 46%
https://www.whisky.com/whisky-database/details/ancnoc-ancnoc-vintage.html,AnCnoc,12Y,,Vintage,- 46%
https://www.whisky.com/whisky-database/details/big-peat-christmas-edition-4.html,Big Peat,,/ 2015,Christmas Edition 2015,- 53.8%
https://www.whisky.com/whisky-database/details/glenallachie-56.html,Glenallachie,12Y,,,- 46%
https://www.whisky.com/whisky-database/details/glengoyne-19.html,Glengoyne,18Y,,,- 40%
https://www.whisky.com/whisky-database/details/glenmorangie-allta.html,Glenmorangie,,/ 2018,Allta,- 51.2%
https://www.whisky.com/whisky-database/details/glenmorangie-quinta-ruban-5.html,Glenmorangie,12Y,,Quinta Ruban,- 46%
https://www.whisky.com/whisky-database/details/st-kilian-kilian-signature-edition-three-peated.html,St. Kilian,3Y,/ 2019,"Kilian Signature Edition ""Three"" Peated",- 50%
https://www.whisky.com/whisky-database/details/teeling-small-batch-rum-finish-1.html,Teeling,,/ 2017,Rum Cask,- 46%
https://www.whisky.com/whisky-database/details/black-bull-bull-peated.html,Black Bull,,,Peated,- 50%
https://www.whisky.com/whisky-database/details/elmer-t-lee-single-barrel.html,Elmer T. Lee,,,Single Barrel,- 45%
https://www.whisky.com/whisky-database/details/old-fitzgeralds-peats-beast-pedro-ximenez-sherry-finish.html,Peat's Beast,,/ 2015,Pedro Ximenez Sherry Finish,- 54.1%
https://www.whisky.com/whisky-database/details/penderyn-port-wood.html,Penderyn,,,Port Wood,- 41%
https://www.whisky.com/whisky-database/details/yukon-jack-jack.html,Yukon Jack,,,,- 50%
https://www.whisky.com/whisky-database/details/yukon-jack-canadian-liqueur.html,Yukon Jack,,,Canadian Liqueur,- 50%
https://www.whisky.com/whisky-database/details/arran-machrie-moor-third-edition.html,Arran,,,Machrie Moor Third Edition,- 46%
https://www.whisky.com/whisky-database/details/glenlivet-triple-cask-distillers-reserve.html,Glenlivet,,,Triple Cask Distiller's Reserve,- 40%
https://www.whisky.com/whisky-database/details/jp-wisers.html,J.P. Wiser's,18Y,,,- 40%
https://www.whisky.com/whisky-database/details/kinahans-kasc-ll.html,Kinahan‘s,,,Kasc L.L.,- 40%
https://www.whisky.com/whisky-database/details/kinahans-kasc-project.html,Kinahan‘s,,,Kasc Project,- 43%
https://www.whisky.com/whisky-database/details/mac-talla-red-wine-barriques.html,Mac-Talla,,,Red Wine Barriques,- 53.8%
https://www.whisky.com/whisky-database/details/bruichladdich-port-charlotte-scottish-barley-heavily-peated.html,Port Charlotte,,,"Scottish Barley, heavily peated",- 50%
https://www.whisky.com/whisky-database/details/strathisla-18.html,Strathisla,,/ 2013,,- 43%
https://www.whisky.com/whisky-database/details/wemyss-malts-malts-peat-chimney.html,Wemyss Malts,,,Peat Chimney,- 46%
https://www.whisky.com/whisky-database/details/1770-glasgow-glasgow-triple-distilled-release-no-1.html,1770 Glasgow,,,Glasgow Triple Distilled Release No. 1,- 46%
https://www.whisky.com/whisky-database/details/1770-glasgow-1770-glasgow-triple-distilled-release-no-1.html,1770 Glasgow,,,Triple Distilled Release No. 1,- 46%
https://www.whisky.com/whisky-database/details/dalwhinnie-14.html,Dalwhinnie,15Y,,,- 43%
https://www.whisky.com/whisky-database/details/for-peats-sake-peats-sake.html,For Peat's Sake,,,,- 40%
https://www.whisky.com/whisky-database/details/highland-park-park-single-cask-whiskyde-exklusiv.html,Highland Park,12Y,/ 2018,Single Cask 'Whisky.de exklusiv',- 64.6%
https://www.whisky.com/whisky-database/details/knockando-master-reserve-with-2-glasses.html,Knockando,21Y,/ 2009,Master Reserve with 2 Glasses,- 43%
https://www.whisky.com/whisky-database/details/mackmyra-vinterdroem.html,Mackmyra,,,Vinterdröm,- 46.1%
https://www.whisky.com/whisky-database/details/the-quiet-man.html,The Quiet Man,,,,- 40%
https://www.whisky.com/whisky-database/details/edradour-port-matured-7th-release.html,Edradour,7Y,,Port Matured 7th Release,- 46%
https://www.whisky.com/whisky-database/details/powers-gold-label-non-chill-filtered.html,Powers,,,Gold Label non-chill filtered,- 43.2%
https://www.whisky.com/whisky-database/details/powers-gold-label-non-chill-filtered-with-4-glasses.html,Powers,,,Gold label non-chill filtered with 4 Glasses,- 43.2%
https://www.whisky.com/whisky-database/details/slyrs-port-edition-no-2.html,Slyrs,,/ 2015,Port Edition No 2,- 46%
https://www.whisky.com/whisky-database/details/west-cork-port-cask-finish.html,West Cork,12Y,,Port Cask Finish,- 43%
https://www.whisky.com/whisky-database/details/balblair-vintage-21.html,Balblair,,/ 2013,Vintage,- 46%
https://www.whisky.com/whisky-database/details/the-irishman-1.html,The Irishman,12Y,,,- 43%
https://www.whisky.com/whisky-database/details/koval-millet.html,Koval,,,Millet,- 40%
https://www.whisky.com/whisky-database/details/auchentoshan-with-glas.html,Auchentoshan,10Y,,mit Glas,- 40%
https://www.whisky.com/whisky-database/details/jura-13.html,Jura,,,- Miniatursortiment,- 41%
https://www.whisky.com/whisky-database/details/stronachie-2.html,Stronachie,10Y,,,- 43%
https://www.whisky.com/whisky-database/details/tullibardine-2.html,Tullibardine,,/ 2005,,- 40%
https://www.whisky.com/whisky-database/details/finch-classic.html,Finch,5Y,/ 2014,Classic,- 40%
https://www.whisky.com/whisky-database/details/the-matsui-muzunara-cask.html,The Matsui,,,Mizunara Cask,- 48%
https://www.whisky.com/whisky-database/details/tomatin-4.html,Tomatin,12Y,,,- 40%
https://www.whisky.com/whisky-database/details/johnnie-walker-johnnie-blonde-blended-scotch-whisky.html,Johnnie Walker,,,Blonde,- 40%
https://www.whisky.com/whisky-database/details/lagg-batch-2.html,Lagg,,/ 2022,Batch 2,- 50%
https://www.whisky.com/whisky-database/details/white-horse.html,White Horse,,,,- 40%
https://www.whisky.com/whisky-database/details/glen-broch.html,Glen Broch,10Y,,,- 40%
https://www.whisky.com/whisky-database/details/penderyn-peated.html,Penderyn,,,Peated Welsh Gold,- 46%
https://www.whisky.com/whisky-database/details/chivas-regal-15.html,Chivas Regal,12Y,,,- 40%
https://www.whisky.com/whisky-database/details/clontarf-single-malt-irish-whiskey.html,Clontarf,,,Single Malt Irish Whiskey,- 40%
https://www.whisky.com/whisky-database/details/blackstone-1.html,Blackstone,12Y,/ 2013,,- 40%
https://www.whisky.com/whisky-database/details/sikkim-old-gold.html,Sikkim,,,Old Gold,- 40%
https://www.whisky.com/whisky-database/details/unknown-maple-leaf.html,Maple Leaf,8Y,,,- 40%
https://www.whisky.com/whisky-database/details/old-canada.html,Old Canada,6Y,,,- 40%
https://www.whisky.com/whisky-database/details/ardbeg.html,Ardbeg,,/ 2000,,- 43%
https://www.whisky.com/whisky-database/details/kavalan-solist-vinho-barique-new-design.html,Kavalan,,,Solist Vinho Barique - neues Design,- 57.8%
https://www.whisky.com/whisky-database/details/kavalan-solist-vinho-barique.html,Kavalan,,,Solist Vinho Barique,- 57.8%
https://www.whisky.com/whisky-database/details/kavalan-solist-vinho-barique-with-miniature.html,Kavalan,,,Solist Vinho Barique mit Miniatur,- 54.4%
https://www.whisky.com/whisky-database/details/macallan-sherry-cask-13.html,Macallan,18Y,/ 2013,Sherry cask,- 43%
https://www.whisky.com/whisky-database/details/ballechin-25.html,Ballechin,16Y,/ 2022,,- 58.9%
https://www.whisky.com/whisky-database/details/ballechin-ballechin-1.html,Ballechin,16Y,/ 2022,,- 58.9%
https://www.whisky.com/whisky-database/details/lagavulin-28.html,Lagavulin,,/ 2010,,- 43%
https://www.whisky.com/whisky-database/details/seven-seals-seals-the-age-of-leo.html,Seven Seals,,,The Age of Leo,- 49.7%
https://www.whisky.com/whisky-database/details/talisker-7.html,Talisker,25Y,/ 2004,,- 54.8%
https://www.whisky.com/whisky-database/details/ben-nevis-nevis-old-particular-whiskyde-exklusiv.html,Ben Nevis,15Y,/ 2021,Old Particular 'Whisky.de exklusiv',- 58.1%
https://www.whisky.com/whisky-database/details/bookers-kentucky-bourbon-3.html,Booker‘s,6Y,,Kentucky Bourbon,- 62.9%
https://www.whisky.com/whisky-database/details/glen-garioch-batch-no-30.html,Glen Garioch,,/ 2013,Batch No. 30,- 56.3%
https://www.whisky.com/whisky-database/details/glen-garioch-garioch-wine-cask.html,Glen Garioch,,/ 2018,Wine Cask,- 48%
https://www.whisky.com/whisky-database/details/glen-garioch-glen-garioch-wine-cask.html,Glen Garioch,,/ 2018,Wine Cask,- 48%
https://www.whisky.com/whisky-database/details/glenallachie-30-jahre-whiskyde.html,Glenallachie,11Y,/ 2023,30 Jahre Whisky.de,- 59.5%
https://www.whisky.com/whisky-database/details/ncnean-organic-batch-15.html,Nc’nean,,,Organic Batch 15,- 46%
